name,Zip code,Number of reviewers,Overall score,Cleanliness,Comfort,Facilities,Staff,Value for money,Free WiFi,Location,good Fitness Center,Daily Housekeeping,Heating,Free Parking,Private Parking,Airport Shuttle (free),Spa,On-site Parking,Fitness Center,Room Service,Family Rooms,Parking,Airport Shuttle,Baggage Storage,Laundry,Free WiFi,Air Conditioning,Pet Friendly,Outdoor Pool,Indoor Pool,Elevator,Garden,Designated Smoking Area,Facilities for Disabled Guests,good Spa & Wellness Center,Bar,wonderful Fitness Center,Non-smoking Rooms,Terrace,Swimming Pool,very good Fitness Center,Restaurant,excellent Fitness Center,exceptional Fitness Center,24-Hour Front Desk,WiFi,BBQ Facilities,Dist
Global Luxury Suites at Ritz Plaza,10036,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(2,950 feet from center)"
Spacious Apartment in Prime Location,10024,22,7.6,7.3,7.6,7.5,7.6,7.6,10,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,(1.3 miles from center)
Apartments Upper West Side,10025,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(2 miles from center)
DoubleTree by Hilton New York Times Square South,10018,"1,533",7.4,7.5,7.1,6.9,8,6.7,7.9,8,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,(1.2 miles from center)
Hotel Marrakech,10025,"3,182",6.8,6.7,6.2,6,7.8,6.4,6.9,7.8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,(2.3 miles from center)
The Ludlow Hotel,10002,"1,568",9.1,9.5,9.2,9.1,9.1,8.3,9.5,9.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,(3.1 miles from center)
The Quin,10019,"1,771",8.8,9,8.8,8.5,9.1,7.8,9.1,9.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,"(1,800 feet from center)"
The Marlton Hotel,10011,"1,359",8.7,9.2,8.4,8.4,8.9,7.8,9.2,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,(2.6 miles from center)
FiDi 3bed/2baths,10038,5,8.2,8.5,7.5,8.5,8.5,7,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(3.7 miles from center)
Hotel Beacon,10023,"3,175",8.8,8.9,9,8.6,8.8,8.3,9,9.4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,(0.9 miles from center)
Harlem: Renovated Apartments,10039,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(4.3 miles from center)
Beautiful apartment next to Central Park,10024,34,7.2,6.5,7.4,7,7.2,6.6,9.2,8.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.3 miles from center)
The Pearl Hotel,10019,"1,587",9.0,9.2,8.9,8.7,9.2,8,9,9.6,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(2,800 feet from center)"
Soho Grand Hotel,10013,"1,949",8.5,8.7,8.5,8.3,8.7,7.7,8.4,9.3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,(3.1 miles from center)
Oakwood Aurora Midtown East,10016,6,8.6,8.8,9.6,9.2,7.9,7.5,8.8,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.5 miles from center)
Stunning 2 bed 2 bath UES Apartment close to museums,10076,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.6 miles from center)
The Wagner Hotel,10004,122,9.3,9.6,9.5,9.1,9.5,8.6,7.9,9.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,(4.3 miles from center)
Washington Square Hotel,10011,"1,578",8.6,8.8,8.3,8.1,9,7.9,8.9,9.6,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,(2.6 miles from center)
Carnegie Hotel,10019,"1,226",8.9,9.4,8.8,8.5,9.1,8.1,9,9.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,"(1,500 feet from center)"
Apartment #3E,10016,0,0,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(1.6 miles from center)
Luxury Apartments Upper East Side,10028,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(1.8 miles from center)
Pod 39,10016,"7,718",8.2,8.7,7.5,7.8,8.3,7.6,8.7,9.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,(1.3 miles from center)
Murray Hill East Suites,10016,39,8.7,7.9,8.6,8.1,9.4,8.4,7.7,9.6,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,(1.3 miles from center)
YOTEL New York Times Square,10036,"2,706",8.3,8.5,8.2,8.1,8.3,7.7,8.8,8.8,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,(1 miles from center)
The Manhattan Club,10019,650,8.5,8.6,8.5,8.1,8.3,7.8,8.6,9.4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,"(1,150 feet from center)"
Luxury Suites in Murray Hill,10016,17,8.3,8.5,8.2,8,7.8,8.1,10,9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.6 miles from center)
2 BEDROOMS 1 BATHROOM BRYANT PARK,10018,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1 miles from center)
The Harlem Pearl,10027,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(3.1 miles from center)
Oakwood at the Residences at W New York Downtown,-1509,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,(4.3 miles from center)
The Knickerbocker,10036,"2,319",8.8,9,9.1,8.7,8.8,7.8,9.2,9.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,(0.9 miles from center)
Pod Times Square,10036,"3,907",8.7,9.1,8.3,8.3,8.9,8.2,8.9,9.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,(0.9 miles from center)
3 BEDROOM 1 BATHROOM TIMES SQUARE D,10019,29,8.2,7.9,7.8,7.8,8.3,8.3,8.8,9.3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"(2,300 feet from center)"
citizenM New York Bowery,10002,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,(3.1 miles from center)
Studio Plus - Midtown Spacious Apartment,10001,27,7.4,7.1,7,7.3,7.5,6.8,8.3,8.3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.5 miles from center)
Modern 2 Bedroom Apartment NYC,10022,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,(1 miles from center)
The Santana,10019,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(2,300 feet from center)"
Excelsior Hotel,10024,"1,114",8.4,8.7,8.5,8,8.3,7.9,5.4,9.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,(1.1 miles from center)
Royalton Park Avenue,10016,"1,119",8.7,9,9,8.7,8.7,7.8,8.8,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,(1.7 miles from center)
Embassy Suites By Hilton New York Midtown Manhattan,10018,145,8.4,8.4,8.5,8.2,8.1,7.7,8.2,9.3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,(1.2 miles from center)
The Benson,10019,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(3,100 feet from center)"
The Bowery Hotel,10003,763,9.1,9.4,9.3,9,9.4,8.1,9.5,9.4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,(3 miles from center)
W New York - Times Square,10036,"1,748",7.9,8,7.9,7.6,8,6.8,6.2,9.1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,(0.7 miles from center)
Best Western Plus Hospitality House Suites,10022,602,8.5,8.6,8.4,8,8.8,8,8.7,9.1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,(1 miles from center)
Hilton Garden Inn New York/Midtown Park Avenue,10016,"2,304",8.6,8.9,8.4,8.2,8.7,7.9,8.4,9.1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,(1.5 miles from center)
"NYC Charmer, Central Park/Lincoln Center",10023,5,9.7,9,9.5,9.5,10,10,10,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"(2,600 feet from center)"
Harlem Grand,10027,24,8.5,9,8.6,7.8,8.7,8.2,7.5,8.7,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,(3.1 miles from center)
3/2 Columbus Circle #3,10019,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(650 feet from center)
Apartment #4-C,10017,0,0,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,(1.3 miles from center)
Hamilton Heights Lovely Apartments,10031,46,7.1,7.2,7.3,7,7.6,6.8,8.5,6.6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(3.7 miles from center)
The Skyline Hotel New York,10019,930,8.0,8.1,8.1,7.6,8.1,7.6,4.1,8.5,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,(0.6 miles from center)
Baccarat Hotel and Residences New York,10019,272,9.3,9.6,9.5,9.4,9.3,8.2,9.5,9.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,"(2,950 feet from center)"
The French Quarters,10036,"1,682",9.2,9.4,9.1,9,9.5,8.7,9.2,9.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,(0.7 miles from center)
Renaissance New York Midtown Hotel,10001,"1,412",9.0,9.3,9.1,8.9,8.9,8.1,9,9.5,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(1.2 miles from center)
"The Renwick Hotel New York City, Curio Collection by Hilton",10016,928,8.5,8.7,8.7,8.1,8.4,7.8,8.8,9.3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,(1.3 miles from center)
Chelsea Pines Inn,10014,"1,097",8.4,8.6,7.9,7.8,8.7,8.1,8.6,9.3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,(2.2 miles from center)
HI NYC Hostel,10025,"10,889",8.5,8.6,8.1,8.6,8.7,8.2,8.9,8.5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,(2.3 miles from center)
CITY ROOMS NYC - Times Square,10036,589,8.7,8.7,8,7.9,9.3,8.4,9.3,9.6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,(0.6 miles from center)
Belnord Hotel,10024,"3,252",8.0,8.6,7.4,7.5,8,7.7,7.6,8.7,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,(1.5 miles from center)
The Redbury New York,10016,"3,355",8.1,8.4,8,7.8,8.1,7.4,8,8.9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,(1.6 miles from center)
Refinery Hotel - New York,10018,764,8.9,9.1,9,8.7,9.2,8,9.1,9.4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,(1.1 miles from center)
The Surrey,10021,269,8.6,9,8.9,8.5,8.5,7.5,8.1,9.3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,(1.1 miles from center)
Millennium Hilton New York Downtown,10007,"2,651",8.2,8.3,8.3,8,8.1,7.6,5.8,9.1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,(3.7 miles from center)
Pod 51,10022,"8,007",8.0,8.5,7.4,7.6,7.9,7.6,8.8,8.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,(1.1 miles from center)
Bryant Park Hotel,10018,"1,022",9.2,9.6,9.3,8.9,9.4,8.3,9.4,9.8,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,(1.1 miles from center)
SpringHill Suites by Marriott New York Midtown Manhattan/Fifth Avenue,10018,681,8.5,8.7,8.3,8,8.8,7.5,9.1,9.3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.2 miles from center)
Courtyard by Marriott New York Manhattan/Herald Square,10001,774,8.5,8.8,8.4,8.1,8.8,7.7,9.2,9.5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,(1.3 miles from center)
Royalton New York,10036,981,8.1,8.3,8.1,7.6,8.3,7.3,8,9.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,(0.8 miles from center)
The Westin New York Grand Central,10017,"1,042",8.1,8.3,8.4,7.9,7.8,7.2,5.2,8.8,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,(1.3 miles from center)
Stylish 2 Bed in Soho,10012,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(3.7 miles from center)
Amazing 2Bed/2Bath in Prime East Village Manhattan,10009,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(2.7 miles from center)
The Hendrix,10019,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(1,950 feet from center)"
TEN15NYC,10018,242,8.2,8.5,7.9,7.8,7.9,7.8,9.1,9.4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.1 miles from center)
Leo House,10011,"2,384",8.2,8.4,7.5,7.3,8.5,8.5,8.7,9.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,(1.8 miles from center)
Fairfield Inn & Suites by Marriott New York Manhattan/Central Park,10019,523,8.6,9,8.5,8.4,9.2,8,9,8.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,"(2,450 feet from center)"
Premium Apartments-Time Square,10018,12,8.6,8.3,8.3,8.8,9,8.3,7.5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1 miles from center)
Stylish 2BR Apartment in UWS,10024,6,8.4,7.9,7.5,8.3,7.9,9,9.6,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(1.1 miles from center)
Hotel Metro,10001,"1,029",8.5,8.7,8.5,8,8.5,7.8,8,9.4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,(1.3 miles from center)
Mandarin Oriental New York,10023,209,8.6,9,8.9,8.5,8.9,7,6.6,9.3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,(500 feet from center)
The Maritime Hotel,10011,615,8.9,9.2,8.8,8.8,9.2,8.2,9,9.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,(2.1 miles from center)
The Jane,10014,"2,622",8.0,8.1,7,7.6,8.7,7.9,8.2,8.9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,(2.5 miles from center)
Charming 2 Bedroom in the heart of Midtown East,10017,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.3 miles from center)
NobleDEN Hotel,10013,900,9.0,9.6,9.2,8.7,9,8.5,8.8,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,(3.1 miles from center)
Gardens Suites Hotel by Affinia,10065,437,8.4,8.6,8.6,8.1,8.6,7.6,8.1,8.9,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1 miles from center)
Garden House with 2 Bedroom,10019,14,8.3,8,7.9,7.9,9.1,7.3,10,9.7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(2,950 feet from center)"
Four Seasons Hotel New York,10022,88,8.8,9.3,8.8,8.6,9,7.6,9.5,9.3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,(0.7 miles from center)
Nice and Renovated Apartments near Times Square,10018,9,7.5,6.7,7,6.7,7.8,7.5,9.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.1 miles from center)
Hampton Inn Madison Square Garden,10001,"1,125",8.6,8.8,8.2,8.2,9.1,8,8.5,9.3,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.5 miles from center)
AC Hotel by Marriott New York Times Square,10018,27,8.4,8.6,8.3,8.3,8.5,7.5,8.8,9.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,(1 miles from center)
Roger Smith Hotel,10017,596,8.5,8.5,8.4,7.9,8.8,8,8.9,9.3,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,(1 miles from center)
"Brand New 2BR 1BA, W/D, Heart Of Lower East side, 4 min walk to SOHO, MODERN!",10002,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(3.1 miles from center)
Midtown 4 Bedroom Residence 2,10019,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(2,300 feet from center)"
Courtyard by Marriott New York Manhattan/ Fifth Avenue,10016,322,7.9,8.2,7.7,7.3,8,7.1,8.6,9.2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,(1.1 miles from center)
Hôtel Plaza Athénée,10065,546,8.6,9,8.6,8.3,9,7.7,8.7,9.3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,(0.7 miles from center)
Home In The Heart Of East Village,10009,6,7.0,6.3,6.7,7.1,8.3,5.8,7.5,7.9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(2.9 miles from center)
Aloft Harlem,10027,931,8.5,8.8,8.6,8.4,8.9,7.9,8.5,8.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,(3.1 miles from center)
West 80th Apartment,10024,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.1 miles from center)
PermaGO Seaport,10038,9,7.8,8.3,7.8,7.2,8.1,7,7.5,8.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(4.3 miles from center)
Broome Street Apartment - Lower East Side #19,10002,14,7.6,8.2,7,7.3,7.7,7.3,7.9,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(3.1 miles from center)
NYLO New York City,10024,"1,338",8.2,8.4,8.4,8,8.2,7.5,8.1,8.9,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,(1 miles from center)
Exquisite 2 Bedroom 2 Baths all modern and High end Furniture,10022,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(1.3 miles from center)
The Plaza,10019,487,8.5,8.8,8.9,8.5,8.4,7.4,6.5,9.3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,"(2,600 feet from center)"
The Coltrane,10009,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(2.7 miles from center)
The Kimberly Hotel & Suites,10022,594,9.2,9.4,9.4,9,9.3,8.6,6.2,9.4,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,(1 miles from center)
The Townhouse Inn of Chelsea,10011,337,8.6,8.7,8.4,8.2,9,8.3,8.2,9.3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,(1.8 miles from center)
