name,Zip code,Number of reviewers,Overall score,Cleanliness,Comfort,Facilities,Staff,Value for money,Free WiFi,Location,good Fitness Center,Daily Housekeeping,Heating,Free Parking,Private Parking,Airport Shuttle (free),Spa,On-site Parking,Fitness Center,Room Service,Family Rooms,Parking,Airport Shuttle,Baggage Storage,Laundry,Free WiFi,Air Conditioning,Pet Friendly,Outdoor Pool,Indoor Pool,Elevator,Garden,Designated Smoking Area,Facilities for Disabled Guests,good Spa & Wellness Center,Bar,wonderful Fitness Center,Non-smoking Rooms,Terrace,Swimming Pool,very good Fitness Center,Restaurant,excellent Fitness Center,exceptional Fitness Center,24-Hour Front Desk,WiFi,BBQ Facilities,Dist
Harlem Lofts,10027,13,9.2,10,9.4,9.4,9.2,8.5,8.8,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(3.1 miles from center)
Hotel Alexander,10025,45,8.1,8,7.7,7.6,8.3,8.4,6.2,8.6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,(1.9 miles from center)
3 West Club,10019,369,8.2,8.5,7.7,7.4,8.6,7.7,8.3,9.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,(0.7 miles from center)
Beauty Near Times Square,10019,24,8.5,8.8,7.7,7.6,8.7,8.2,9,9.8,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(2,300 feet from center)"
The William,10016,715,8.9,9.2,9.1,8.7,9,8.2,9,9.4,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(1.2 miles from center)
"Hotel Henri New York, A Wyndham Hotel",10010,501,7.6,7.6,7.4,6.9,8,7,8.1,8.7,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,(1.8 miles from center)
Longacre House,10019,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(2,450 feet from center)"
Upper East,10028,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.8 miles from center)
WestHouse Hotel New York,10019,704,8.2,8.4,8.4,7.9,8.5,7.1,8.9,9.1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,"(1,300 feet from center)"
The Clinton,10002,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,(3.1 miles from center)
Fairfield Inn & Suites by Marriott New York Midtown Manhattan/Penn Station,10001,"1,103",8.5,8.7,8.5,8.2,8.6,7.9,8.6,9.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,(1.3 miles from center)
Hotel Elysee by Library Hotel Collection,10022,656,9.1,9.4,9,8.7,9.5,8.6,9.1,9.7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,(0.7 miles from center)
New York Marriott Downtown,10006,587,8.4,8.7,8.4,8.1,8.5,7.7,6.9,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,(4.3 miles from center)
Hotel Mimosa,10002,492,8.3,8.5,8,7.9,9.2,8.1,9.2,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,(3.7 miles from center)
W New York - Union Square,10003,178,8.3,8.6,8.6,8.1,8.2,7.2,5.1,9.1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,(2.2 miles from center)
Richards Place,10027,0,0,,,,,,,,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(3.1 miles from center)
Athenas Domus CS,10011,31,9.4,9.8,9.5,9.5,9.1,8.9,10,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(2 miles from center)
"The Chatwal, a Luxury Collection Hotel, New York City",10036,123,8.9,9.4,9,8.7,9.1,7.8,8.4,9.6,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,(0.8 miles from center)
Hotel Mulberry,10013,717,8.6,9,8.7,8.1,8.9,8.2,8.1,8.6,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,(3.7 miles from center)
Hotel Giraffe by Library Hotel Collection,10016,455,9.4,9.6,9.5,9.1,9.7,8.8,9.4,9.6,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,(1.8 miles from center)
NYC Apartment,10011,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,(1.4 miles from center)
Fitzpatrick Manhattan,10022,543,8.8,9.1,8.8,8.3,9.1,8.2,4.8,9.3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,(0.9 miles from center)
studio-United Nations in elevator building,10017,0,0,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,(1.3 miles from center)
Renaissance New York Times Square Hotel,10036,348,8.2,8.3,8.3,7.8,8.2,7.1,6.3,9.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,(0.6 miles from center)
The Sherry Netherland,10022,183,9.3,9.5,9.5,9,9.6,8.5,9.4,9.8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"(2,950 feet from center)"
Nice Apartment in the Heart of Upper East Side,10028,18,8.5,8.2,8.3,8.3,8.3,8.5,10,9.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,(1.8 miles from center)
Sago Hotel,10002,204,8.8,9.2,8.9,8.6,9.1,8,9,9,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,(3.1 miles from center)
Jun New York Mid Town II,10001,30,8.3,7.9,7.8,7.9,8.3,8.1,9.4,9.6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.5 miles from center)
Library Hotel by Library Hotel Collection,10017,464,9.3,9.6,9.2,9.2,9.7,8.4,9.6,9.6,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,(1.1 miles from center)
The Marmara Manhattan,10128,170,8.7,8.6,8.9,8.4,9.1,8.2,8.1,8.8,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(2.1 miles from center)
Lower East Side 3 Bedroom,10002,14,8.2,8.9,8.8,8.4,8.4,7.7,7,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,(3.1 miles from center)
San Carlos Hotel New York,10022,999,8.9,9.1,8.9,8.6,9.4,8.3,9.2,9.3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,(1 miles from center)
Jenny's Apartments - Upper East Side,10029,40,8.8,9.5,8.6,8.1,9.5,8.6,9.5,8.2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(2.6 miles from center)
Athenas Domus HL,10011,14,8.6,8.9,8.4,8.6,8.6,8.4,9.2,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(2.1 miles from center)
Serviced Concierge Elevator 1 BDR,10017,9,8.3,7,7.5,8.3,9.5,7.8,7.5,9.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,(1.3 miles from center)
Super Comfortable Times Sqr Central Park Broadway,10019,67,8.4,8.1,7.8,8.2,8.6,8.1,8.8,9.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(1,800 feet from center)"
Modern Three Bedroom Apartment - Upper East Side,10075,10,8.3,9,8.3,8.8,7.8,7.3,10,8.8,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.5 miles from center)
Gild Hall - A Thompson Hotel,10038,720,9.0,9.3,9.2,8.9,9.4,8.5,8.7,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,(4.3 miles from center)
Jazz on Columbus Circle Hostel,10019,"2,655",8.0,8.1,7.6,7.5,7.8,7.6,7.8,9.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,"(1,000 feet from center)"
Fitzpatrick Grand Central,10017,636,9.0,9.2,9,8.6,9.3,8.4,4.3,9.5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,(1.1 miles from center)
Harlem Lodge,10026,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(3.1 miles from center)
The High Line Hotel,10011,242,8.6,8.8,8.8,8.1,8.9,7.4,9.3,9.2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,(2 miles from center)
Michelangelo Hotel,10019,"1,108",8.8,9.1,9.1,8.5,8.6,8,8.3,9.4,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"(2,450 feet from center)"
The Premier Times Square by Millennium,10036,708,8.2,8.4,8.2,7.6,8.1,7.4,8.3,9.4,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,(0.8 miles from center)
Edge Hotel Washington Heights,10032,371,8.6,9.2,8.5,8.4,9.3,7.9,9.2,8.3,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,(5 miles from center)
NYC Townhouse,10031,13,9.1,9.6,9.1,9.1,9.6,8.7,8.3,9,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,(3.7 miles from center)
Apartment Soho Elizabeth 2,10012,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,(3.1 miles from center)
The Gallery House,10030,107,8.5,8.8,8.2,8.2,9.5,8.2,9.8,8.4,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(3.7 miles from center)
Ivy Tower Suites in Times Square,10036,9,8.3,8.1,7.8,8.3,8.6,8.1,7.5,9.2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(0.8 miles from center)
Jun New York Mid Town I,10001,18,8.4,7.8,8.2,8.2,8.8,7.9,7.5,9.6,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.5 miles from center)
Duane Street Hotel Tribeca,10013,275,8.6,8.7,8.3,8.1,9.3,7.9,8.8,9.1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,(3.7 miles from center)
Mr C Seaport,10038,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,(3.7 miles from center)
Jun New York Mid Town III,10001,49,8.6,8.3,8.5,8.3,8.8,8.3,10,9.6,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.5 miles from center)
Courtyard New York Manhattan/Upper East Side,10128,796,8.1,8.6,8.3,7.9,8.2,7.6,8.8,8.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,(2.1 miles from center)
Historic Harlem Duplex,10027,163,8.4,8.5,8.2,8.3,8.6,8.2,9.4,8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,(3.1 miles from center)
"The Algonquin Hotel Times Square, Autograph Collection",10036,159,8.6,9,8.5,8,8.7,7.7,9.2,9.5,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,(0.8 miles from center)
"Broadway, Times Square, Central Park Studio",10019,18,8.3,8.4,7.9,8.2,8.6,7.9,9.4,8.9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(2,800 feet from center)"
First Floor 3 Blocks from Times Square and Broadway,10036,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(3,100 feet from center)"
Clean and Cozy 1 BR Apartment in Uptown Manhattan,10040,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(6.2 miles from center)
The Wall Street Inn,10004,488,8.6,9.1,8.8,8.3,8.1,8.1,8.7,9.1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,(4.3 miles from center)
The Marmara Park Avenue,10016,413,8.8,9.2,9,8.8,9,8.2,9.4,8.9,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.6 miles from center)
West 119th B&B,10026,63,9.3,9.5,9.2,9.2,9.7,9.1,7.5,8.9,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(3 miles from center)
The Greenwich Hotel,10013,123,9.4,9.8,9.6,9.5,9.6,8.5,8.9,9.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,(3.1 miles from center)
Three-Bedroom Apartment West 25th Street,10022,15,7.6,7.7,6.8,8,7.7,6.8,8.8,8.7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.7 miles from center)
Casablanca Hotel by Library Hotel Collection,10036,498,9.5,9.7,9.4,9.2,9.8,8.8,9.5,9.9,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,(0.8 miles from center)
Times Square Perfect Home,10019,23,8.6,8.8,8.3,8.2,8.8,7.6,10,12,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(2,300 feet from center)"
Two Bedroom Apartment - East 34th Street,10016,21,7.9,7.8,7.4,7.8,8.5,7,10,9.2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(1.5 miles from center)
Global Luxury Suites at The Pearl,10065,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(1.3 miles from center)
Holiday Inn New York City - Times Square,10018,401,8.1,8.4,7.9,7.7,8.4,7.3,8.6,8.9,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,(1 miles from center)
Shelburne Hotel & Suites by Affinia,10016,829,8.2,8.3,8.4,7.9,8.2,7.5,8.4,8.9,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,(1.4 miles from center)
West Village 3 bedrooms with 4 baths,10014,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(2.6 miles from center)
Lower East Side Pied-a-terre!,10002,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(3.1 miles from center)
"The Ritz-Carlton New York, Central Park",10019,139,8.7,9.1,8.9,8.7,8.9,7.3,7.5,9.3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,"(1,950 feet from center)"
Time Square New York City,10019,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"(1,950 feet from center)"
The James New York - SoHo,10013,356,8.2,8.2,8.3,8.1,8.6,7,8.9,8.9,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,(3.1 miles from center)
Large 1 Bedroom Chinatown,10013,19,9.2,9.5,9,9.2,9.2,9.2,10,9.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(3.1 miles from center)
Full Studio Near The Central Park,10019,45,8.0,8,7.8,7.6,8.2,7.6,8.2,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(1,650 feet from center)"
Sutton Court Hotel Residences,10022,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,(1.2 miles from center)
Apartment Douglas.2,10030,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,(3.7 miles from center)
Apartment with stunning views near 5th Ave,10016,0,0,,,,,,,,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,(1.3 miles from center)
Big 3 Bedroom Apartment in Prime Chelsea Location,10002,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.6 miles from center)
Central Park N Residence,10026,13,8.5,8.7,9.1,8.7,8.7,8.5,7.5,7.5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(2.9 miles from center)
Deluxe and Stylish Apartment with Brick Wall Exposed,10013,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(3.1 miles from center)
Lowell Hotel,10065,31,9.0,9.7,9.1,8.7,9,7.6,8.8,9.5,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,(0.7 miles from center)
The Madison House,10038,54,8.8,9.2,8.5,8.7,9,8.8,7.5,8.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(3.7 miles from center)
Sweet Home,10019,10,9.4,9.5,9.3,9.8,9.5,9,9.3,8,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(2,600 feet from center)"
The Tuscany - A St Giles Signature Hotel,0016 ,810,8.6,8.8,9,8.2,8.6,8.2,7.4,9.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,(1.3 miles from center)
Wyndham Midtown 45,10017,163,7.9,8,7.9,7.6,8.1,7.1,7.3,8.6,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.2 miles from center)
Midtown West Suites at 48th Street and Times Square,10036,37,8.4,8.3,7.9,8.3,8.1,8.2,10,9.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"(2,950 feet from center)"
Fairfield Inn & Suites New York Manhattan/Downtown East,10002,999,8.3,8.8,8.4,8.3,8.7,8.2,9,7.5,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(3.7 miles from center)
The Broome,10013,296,9.2,9.5,9.1,8.8,9.5,8.3,9.4,9.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,(3.1 miles from center)
Bridgestreet at Centria,10036,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,(0.8 miles from center)
Manhattan Studio Apartment mid-west,10019,54,7.9,8,7.2,7.7,8.7,7.2,9.6,8.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(0.7 miles from center)
Great View Midtown East 2BR apt,10022,7,8.3,7.9,7.5,8.2,8.6,8.3,9.2,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,(1.1 miles from center)
Lex Hotel NYC,10010,288,8.8,9.3,8.5,8.2,9.5,8.4,9.1,8.9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,(1.9 miles from center)
CITY ROOMS NYC - Soho,10013,"1,226",8.1,8.1,7.6,7.5,9.1,7.7,8.9,8.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,(3.1 miles from center)
West 57th Street by Hilton Club,10019,24,8.7,9,8.9,8.3,8.8,7.8,8.6,9.7,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"(1,800 feet from center)"
Travel Inn - Midtown Manhattan,10036,"1,305",7.6,7.7,7.3,7.1,7.2,7.3,4,8.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,(0.9 miles from center)
The Cozy Apartment,10001,16,7.1,6.6,6.3,6.6,6.7,7.2,8.1,9.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.5 miles from center)
Beautiful Newly Renovated 3 Bedroom Apartment,10065,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(0.7 miles from center)
Omni Berkshire Place,10022,311,8.7,8.9,8.8,8.3,8.6,7.9,5.6,9.6,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,(0.7 miles from center)
Soul Food (Mont Morris),10027,447,8.8,9.2,8.8,8.6,9.1,8.8,8.5,8.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(3.1 miles from center)
Three Bedroom Apartment - West 148th Street,10031,29,8.0,8.4,8.2,7.7,8.1,7.4,10,8,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(4.3 miles from center)
Apartment Manhattan Residence.24,10022,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(0.8 miles from center)
